analysisId,nctId,HYPERLINK,pValue,statisticalMethod,studyType,EARLY_PHASE1,PHASE1,PHASE2,PHASE3,PHASE4,outcomeTitle,outcomeType,groupDescription,conditionIds,briefTitle,has_less_than,N,model,I,R,C,JAB,FINDING,NOTES
0fbd6baec27178049c0e5901e354b893,NCT00337727,NCT00337727,0.01,Logistic regression,INTERVENTIONAL,0,0,0,1,0,Number of Patients Who Reported Complete Response,SECONDARY,NA,D009325; D014839,Aprepitant for the Prevention of Chemotherapy Induced Nausea and Vomiting (CINV)(0869-130)(COMPLETED),TRUE,832,logistic_regression,NA,NA,NA,1.049648386,"There is a statistically significant association between the use of the Aprepitant Regimen and an increased rate of complete response. Specifically, 68.7% of patients on the Aprepitant Regimen reported a complete response (no vomiting and no use of rescue medication), compared to 56.3% of patients on the Standard Regimen. The analysis was conducted over the overall phase (0-120 hours post initiation of MEC) in Cycle 1.",
e9d71652b54c4fcb24ee4d0abf396c69,NCT00331773,NCT00331773,0.009,Logistic regression,INTERVENTIONAL,0,0,0,1,0,Frequency of Patients With GU and GI Acute and Late Toxicity,SECONDARY,"Late GU toxicity rates were tabulated and dichotomized as \< grade 2 vs ≥ grade 2. To evaluate the differences by treatment arm, 2 X 2 subtables were formed and relative risk (RR) estimates with 95% CIs were computed.",D011471,Radiation Therapy in Treating Patients With Stage II Prostate Cancer,FALSE,1079,logistic_regression,NA,NA,NA,1.087240906,"There is a statistically significant association between the use of Hypofractionated 3D-CRT and an increased risk of Late GU toxicity. Specifically, patients who received Hypofractionated 3D-CRT had 1.31 times the risk of experiencing Late GU toxicity of grade ≥ 2 compared to those who received Conventional 3D-CRT.",
91ecd13bec6ebeb55a404f1ccc12dc97,NCT00279201,NCT00279201,0.006,ANOVA,INTERVENTIONAL,0,0,0,0,1,INITIATION: Rate of Self-reported Hypoglycemic Episodes,SECONDARY,NA,D003920; D003924,The DURABLE Trial: Evaluating the Durability of Starter Insulin Regimens in Patients With Type 2 Diabetes (IOOV),FALSE,2050,anova,2,NA,NA,1.04027781,"There is a statistically significant association between the type of insulin and the rate of hypoglycemia episodes. Specifically, participants on the Insulin Glargine regimen experienced a lower mean rate of hypoglycemia episodes (20.28 episodes/participant/year) compared to those on the Lispro Low Mix regimen (24.96 episodes/participant/year). The analysis was conducted over a 24-week period.",
5004b27cc4b73572a47dec917e9a0395,NCT00279201,NCT00279201,0.009,ANOVA,INTERVENTIONAL,0,0,0,0,1,INITIATION: Rate of Self-reported Hypoglycemic Episodes,SECONDARY,NA,D003920; D003924,The DURABLE Trial: Evaluating the Durability of Starter Insulin Regimens in Patients With Type 2 Diabetes (IOOV),FALSE,2050,anova,2,NA,NA,1.496379048,"There is a statistically significant association between the type of insulin and the rate of nocturnal hypoglycemic episodes. Specifically, participants on the Lispro Low Mix regimen experienced a lower mean rate of nocturnal hypoglycemic episodes (8.86 episodes/participant/year) compared to those on the Insulin Glargine regimen (11.42 episodes/participant/year). The analysis was conducted over a 24-week period.",
be1dbd754aae92e9b918554dc7494848,NCT00144339,NCT00144339,0.0069,ANOVA,INTERVENTIONAL,0,0,0,1,0,Estimated Post-bronchodilator Slow Vital Capacity (SVC) at Month 12,SECONDARY,NA,D008171; D029424,Evaluation of the Long- Term Effects of Spiriva on Lung Function in COPD Patients,FALSE,4807,anova,2,NA,NA,1.804465777,"There is a statistically significant association between the use of Tiotropium Bromide Inhalation Capsules and a higher estimated post-bronchodilator Slow Vital Capacity (SVC). Specifically, participants who received Tiotropium Bromide Inhalation Capsules had a mean SVC that was 0.032 L higher than those who received placebo. The analysis was conducted at Month 12.",
68f42732f943134955b75a252cdef8b2,NCT00099359,NCT00099359,0.01,Logistic regression,INTERVENTIONAL,0,0,0,1,0,Risk Factors for Perinatal HIV-1 Transmission,SECONDARY,NA,D015658; D000163,Trial of Three Neonatal Antiretroviral Regimens for Prevention of Intrapartum HIV Transmission,FALSE,1591,logistic_regression,NA,NA,NA,1.448742368,"There is a statistically significant association between a mother's treatment with ZDV+NVP and decreased odds of perinatal HIV-1 infection. Specifically, mothers treated with ZDV+NVP had 0.39 times the odds of their infant being intrapartum infected with HIV-1 compared to mothers treated with ZDV only. The analysis was conducted for the time period through age 3 months.",
cdc692fde87bc1c8eb3b85824c8fb3e4,NCT00094302,NCT00094302,0.01,Linear regression,INTERVENTIONAL,0,0,0,1,0,"Depression Symptoms, as Measured by Patient Health Questionnaire.",SECONDARY,"Since the p-value for the preceding test (Statistical Analysis 1) was not significant at the 0.05 level, another generalized linear model was fit, omitting the interaction between treatment group and month of visit. This tests whether the value of the post-baseline quality of life parameter differs by treatment group, taking into account that measurements in the same subject over time may be correlated.",D006333; D002318; D006331,Aldosterone Antagonist Therapy for Adults With Heart Failure and Preserved Systolic Function,FALSE,1477,linear_regression,NA,NA,NA,1.396098992,"Based on the data for Depression Symptoms, as measured by the Patient Health Questionnaire (PHQ), there is a statistically significant association between the use of spironolactone and a reduction in depression symptoms. Specifically, participants who received spironolactone had a lower average PHQ score (5.1 units), reflecting a better mental health status, compared to those who received placebo (5.6 units). The analysis was conducted for each subject up to a maximum of 6 years.",
0ee92e13f4634d01b148f2122962b3dd,NCT00094302,NCT00094302,0.01,Linear regression,INTERVENTIONAL,0,0,0,1,0,Potassium,SECONDARY,"Since the p-value for the preceding test (Statistical Analysis 1) was not significant at the 0.05 level, another generalized linear model was fit, omitting the interaction between treatment group and month of visit. This tests whether the value of the post-baseline laboratory parameter differs by treatment group, taking into account that measurements in the same subject over time may be correlated.",D006333; D002318; D006331,Aldosterone Antagonist Therapy for Adults With Heart Failure and Preserved Systolic Function,TRUE,3445,linear_regression,NA,NA,NA,2.129429846,"There is a statistically significant association between the use of spironolactone and average post-baseline potassium levels. Specifically, participants who received spironolactone had a higher average post-baseline potassium level (4.49 mEq/L) compared to those who received placebo (4.32 mEq/L). The analysis was conducted for each subject up to a maximum of 6 years.",
2c1f77c83ca702ec9828b1155d855ec4,NCT00094302,NCT00094302,0.01,Linear regression,INTERVENTIONAL,0,0,0,1,0,"Quality of Life, as Measured by the Kansas City Cardiomyopathy Questionnaire.",SECONDARY,"Since the p-value for the preceding test (Statistical Analysis 1) was not significant at the 0.05 level, another generalized linear model was fit, omitting the interaction between treatment group and month of visit. This tests whether the value of the post-baseline quality of life parameter differs by treatment group, taking into account that measurements in the same subject over time may be correlated.",D006333; D002318; D006331,Aldosterone Antagonist Therapy for Adults With Heart Failure and Preserved Systolic Function,TRUE,3445,linear_regression,NA,NA,NA,2.129429846,"There is a statistically significant association between the use of spironolactone and quality of life, as measured by the Kansas City Cardiomyopathy Questionnaire. Specifically, participants who received spironolactone had a higher average KCCQ score (64.4 units) compared to those who received placebo (63.1 units). The analysis was conducted for each subject up to a maximum of 6 years.",
66389dcd9cf3a8bb91bae24301a0ff04,NCT00094302,NCT00094302,0.01,Linear regression,INTERVENTIONAL,0,0,0,1,0,Sodium,SECONDARY,"Since the p-value for the preceding test (Statistical Analysis 1) was not significant at the 0.05 level, another generalized linear model was fit, omitting the interaction between treatment group and month of visit. This tests whether the value of the post-baseline laboratory parameter differs by treatment group, taking into account that measurements in the same subject over time may be correlated.",D006333; D002318; D006331,Aldosterone Antagonist Therapy for Adults With Heart Failure and Preserved Systolic Function,TRUE,3445,linear_regression,NA,NA,NA,2.129429846,"There is a statistically significant association between the use of spironolactone and average post-baseline sodium levels. Specifically, participants who received spironolactone had a lower average post-baseline sodium level (140.33 mEq/L) compared to those who received placebo (140.95 mEq/L). The analysis was conducted for each subject up to a maximum of 6 years.",
d870808bcfa93edd59dfa49b19262d1a,NCT00094302,NCT00094302,0.01,Linear regression,INTERVENTIONAL,0,0,0,1,0,Serum Creatinine,SECONDARY,"Since the p-value for the preceding test (Statistical Analysis 1) was not significant at the 0.05 level, another generalized linear model was fit, omitting the interaction between treatment group and month of visit. This tests whether the value of the post-baseline laboratory parameter differs by treatment group, taking into account that measurements in the same subject over time may be correlated.",D006333; D002318; D006331,Aldosterone Antagonist Therapy for Adults With Heart Failure and Preserved Systolic Function,TRUE,3445,linear_regression,NA,NA,NA,2.129429846,"There is a statistically significant association between the use of spironolactone and average post-baseline serum creatinine levels. Specifically, participants who received spironolactone had a higher average post-baseline serum creatinine level (1.17 mg/dL) compared to those who received placebo (1.11 mg/dL). The analysis was conducted for each subject up to a maximum of 6 years.",
936f1684f0413f8e324fa8f323db7132,NCT00091507,NCT00091507,0.01,Logistic regression,INTERVENTIONAL,0,0,0,1,0,Cardiac Arrest or Acute Mortality,SECONDARY,NA,D006333; D002318; D006331; D009203; D003327; D000789; D007238,"IMMEDIATE Trial - Out of Hospital Administration of Glucose, Insulin and Potassium.",FALSE,871,logistic_regression,NA,NA,NA,1.073776065,"There is a statistically significant association between the use of GIK and decreased odds of cardiac arrest or acute mortality. Specifically, participants who received GIK had 0.48 times the odds of experiencing cardiac arrest or acute mortality compared to those who received placebo. The analysis was conducted for the time period from the prehospital setting through hospitalization.",
326e2b905c6b7568f8ba256e06d6cd1e,NCT00023595,NCT00023595,0.008,Logistic regression,INTERVENTIONAL,0,0,0,1,0,H01: All-cause Mortality Within 30 Days After Randomization,SECONDARY,NA,D006333; D002318; D006331; D003327,Comparison of Surgical and Medical Treatment for Congestive Heart Failure and Coronary Artery Disease,FALSE,1212,logistic_regression,NA,NA,NA,1.036840438,"There is a statistically significant association between the Total H01: Medication + CABG treatment and increased odds of all-cause mortality. Specifically, participants in the Total H01: Medication + CABG group had 3.19 times the odds of all-cause mortality within 30 days compared to participants in the H01: Medication group. The analysis was conducted for the time period within 30 days after randomization.",
a0f75a9a1e87e059970e0bdd0ed0edcb,NCT00023595,NCT00023595,0.01,Mann-Whitney,INTERVENTIONAL,0,0,0,1,0,H02: Seattle Angina Questionnaire (SAQ) Anginal Frequency Subscale,SECONDARY,NA,D006333; D002318; D006331; D003327,Comparison of Surgical and Medical Treatment for Congestive Heart Failure and Coronary Artery Disease,FALSE,970,mann_whitney,NA,NA,NA,1.132717695,"There is a statistically significant association between the treatment group and the SAQ score. Specifically, participants in the H02: Medication+CABG+SVR group had a higher median baseline SAQ Anginal Frequency score (80 units) compared to those in the H02: Medication+CABG group (70 units). ",
04f8529e63a017fda3a52d14db4d11d2,NCT00023595,NCT00023595,0.009,Mann-Whitney,INTERVENTIONAL,0,0,0,1,0,H01: KCCQ Symptom Stability,SECONDARY,NA,D006333; D002318; D006331; D003327,Comparison of Surgical and Medical Treatment for Congestive Heart Failure and Coronary Artery Disease,FALSE,1194,mann_whitney,NA,NA,NA,1.143365217,"There is a statistically significant association between treatment arm and KCCQ Symptom Stability scores. Specifically, participants in the Total H01: Medication + CABG group had a higher mean KCCQ Symptom Stability score (51.7 units) compared to participants in the H01: Medication group (49.3 units). The analysis was conducted at 24 months.",
